Rented Bike Count,Hour,Temperature(°C),Humidity(%),Rainfall(mm),Snowfall (cm),Seasons,Holiday
403,2,20.1,67,0.1,0,Summer,No Holiday
154,3,18.8,93,5.4,0,Summer,No Holiday
72,4,18,93,10.5,0,Summer,No Holiday
161,5,17.4,86,0.5,0,Summer,No Holiday
609,6,17.2,83,0,0,Summer,No Holiday
1467,7,18.2,75,0,0,Summer,No Holiday
2328,8,18.7,71,0,0,Summer,No Holiday
1170,9,20.1,65,0,0,Summer,No Holiday
1004,10,22,56,0,0,Summer,No Holiday
1118,11,22.9,57,0,0,Summer,No Holiday
1193,12,24.4,50,0,0,Summer,No Holiday
1035,13,25.3,48,0,0,Summer,No Holiday
1027,14,26.4,43,0,0,Summer,No Holiday
1461,15,26.7,40,0,0,Summer,No Holiday
1726,16,26.5,45,0,0,Summer,No Holiday
2460,17,26.1,45,0,0,Summer,No Holiday
2891,18,25.9,44,0,0,Summer,No Holiday
2984,19,24.3,48,0,0,Summer,No Holiday
2441,20,22.6,51,0,0,Summer,No Holiday
2337,21,21.4,54,0,0,Summer,No Holiday
2155,22,20.4,54,0,0,Summer,No Holiday
1593,23,19.6,55,0,0,Summer,No Holiday
1217,0,19,57,0,0,Summer,No Holiday
1056,1,18.4,59,0,0,Summer,No Holiday
764,2,17.9,60,0,0,Summer,No Holiday
518,3,17.4,61,0,0,Summer,No Holiday
317,4,16.9,63,0,0,Summer,No Holiday
277,5,16.6,65,0,0,Summer,No Holiday
381,6,16.3,66,0,0,Summer,No Holiday
583,7,17,60,0,0,Summer,No Holiday
892,8,18.7,57,0,0,Summer,No Holiday
1144,9,20.4,54,0,0,Summer,No Holiday
1166,10,21.8,46,0,0,Summer,No Holiday
1330,11,23.4,46,0,0,Summer,No Holiday
1525,12,24.8,43,0,0,Summer,No Holiday
1704,13,26.2,37,0,0,Summer,No Holiday
1783,14,27.1,40,0,0,Summer,No Holiday
1861,15,27.8,41,0,0,Summer,No Holiday
1991,16,28.3,41,0,0,Summer,No Holiday
2383,17,28.4,43,0,0,Summer,No Holiday
2451,18,28,46,0,0,Summer,No Holiday
2475,19,27.2,48,0,0,Summer,No Holiday
2497,20,25,60,0,0,Summer,No Holiday
2435,21,23.7,64,0,0,Summer,No Holiday
1995,22,22.8,69,0,0,Summer,No Holiday
1615,23,22.1,73,0,0,Summer,No Holiday
1394,0,21.5,76,0,0,Summer,No Holiday
929,1,20.9,79,0,0,Summer,No Holiday
755,2,20.5,76,0,0,Summer,No Holiday
491,3,19.9,80,0,0,Summer,No Holiday
304,4,19.4,82,0,0,Summer,No Holiday
238,5,19,85,0,0,Summer,No Holiday
324,6,18.9,83,0,0,Summer,No Holiday
475,7,19.6,75,0,0,Summer,No Holiday
715,8,21.1,70,0,0,Summer,No Holiday
944,9,22.5,66,0,0,Summer,No Holiday
953,10,23,66,0,0,Summer,No Holiday
1146,11,23.6,63,0,0,Summer,No Holiday
1422,12,24.8,56,0,0,Summer,No Holiday
1563,13,25.7,52,0,0,Summer,No Holiday
1709,14,26.8,44,0,0,Summer,No Holiday
1979,15,27.3,51,0,0,Summer,No Holiday
2235,16,26.6,51,0,0,Summer,No Holiday
2330,17,25.6,58,0,0,Summer,No Holiday
2474,18,25,59,0,0,Summer,No Holiday
2481,19,24.2,62,0,0,Summer,No Holiday
2429,20,23.1,67,0,0,Summer,No Holiday
2055,21,22.7,66,0,0,Summer,No Holiday
1819,22,22.2,70,0,0,Summer,No Holiday
1323,23,21.7,74,0,0,Summer,No Holiday
917,0,21.3,74,0,0,Summer,No Holiday
547,1,21,74,0,0,Summer,No Holiday
436,2,20.7,76,0,0,Summer,No Holiday
202,3,20.5,77,0,0,Summer,No Holiday
164,4,20.2,78,0,0,Summer,No Holiday
383,5,20,80,0,0,Summer,No Holiday
779,6,20,78,0,0,Summer,No Holiday
1590,7,20.6,76,0,0,Summer,No Holiday
2357,8,22.7,65,0,0,Summer,No Holiday
1263,9,24.7,59,0,0,Summer,No Holiday
822,10,26.1,53,0,0,Summer,No Holiday
915,11,27.3,45,0,0,Summer,No Holiday
988,12,28.4,45,0,0,Summer,No Holiday
938,13,29.4,42,0,0,Summer,No Holiday
997,14,29.8,36,0,0,Summer,No Holiday
1177,15,30.5,34,0,0,Summer,No Holiday
1401,16,30.5,34,0,0,Summer,No Holiday
2040,17,29.5,36,0,0,Summer,No Holiday
746,18,29.2,35,0,0,Summer,No Holiday
1557,19,28.1,38,0,0,Summer,No Holiday
2515,20,25.7,43,0,0,Summer,No Holiday
1702,21,23.8,48,0,0,Summer,No Holiday
1373,22,22.9,56,0,0,Summer,No Holiday
1732,23,22.3,59,0,0,Summer,No Holiday
1055,0,21.5,63,0,0,Summer,No Holiday
766,1,20.9,66,0,0,Summer,No Holiday
527,2,20.2,71,0,0,Summer,No Holiday
369,3,19.9,69,0,0,Summer,No Holiday
268,4,19.7,73,0,0,Summer,No Holiday
317,5,19.4,77,0,0,Summer,No Holiday
746,6,19.1,75,0,0,Summer,No Holiday
1616,7,19.9,72,0,0,Summer,No Holiday
2430,8,21.1,66,0,0,Summer,No Holiday
1381,9,22.4,62,0,0,Summer,No Holiday
937,10,23.7,56,0,0,Summer,No Holiday
1014,11,24.6,53,0,0,Summer,No Holiday
1224,12,25.8,48,0,0,Summer,No Holiday
1230,13,26.6,46,0,0,Summer,No Holiday
1258,14,27.2,44,0,0,Summer,No Holiday
1363,15,26.7,42,0,0,Summer,No Holiday
1700,16,26.1,46,0,0,Summer,No Holiday
2328,17,25.1,51,0,0,Summer,No Holiday
3556,18,24.1,57,0,0,Summer,No Holiday
2809,19,23.3,59,0,0,Summer,No Holiday
2525,20,22.4,62,0,0,Summer,No Holiday
2378,21,21.6,66,0,0,Summer,No Holiday
2096,22,20.8,71,0,0,Summer,No Holiday
1456,23,20.1,73,0,0,Summer,No Holiday
1030,0,19.7,71,0,0,Summer,No Holiday
803,1,19.6,73,0,0,Summer,No Holiday
576,2,19.6,78,0,0,Summer,No Holiday
340,3,19.4,79,0,0,Summer,No Holiday
249,4,19.1,82,0,0,Summer,No Holiday
336,5,19.1,83,0,0,Summer,No Holiday
714,6,19.4,83,0,0,Summer,No Holiday
1629,7,20,77,0,0,Summer,No Holiday
2440,8,20.6,77,0,0,Summer,No Holiday
1401,9,21.1,73,0,0,Summer,No Holiday
1002,10,22.2,70,0,0,Summer,No Holiday
1100,11,23.7,56,0,0,Summer,No Holiday
1252,12,25.2,53,0,0,Summer,No Holiday
1184,13,26.2,51,0,0,Summer,No Holiday
1158,14,27.5,47,0,0,Summer,No Holiday
1266,15,27.9,45,0,0,Summer,No Holiday
1600,16,28.2,48,0,0,Summer,No Holiday
2289,17,28,50,0,0,Summer,No Holiday
3384,18,27,55,0,0,Summer,No Holiday
2741,19,25.6,61,0,0,Summer,No Holiday
2519,20,23.3,68,0,0,Summer,No Holiday
2246,21,21.6,74,0,0,Summer,No Holiday
1979,22,20.6,78,0,0,Summer,No Holiday
1401,23,20.1,82,0,0,Summer,No Holiday
1083,0,20,83,0,0,Summer,No Holiday
794,1,20.1,82,0,0,Summer,No Holiday
539,2,20.2,82,0,0,Summer,No Holiday
394,3,20,83,0,0,Summer,No Holiday
215,4,19.6,87,0,0,Summer,No Holiday
308,5,19.4,82,0,0,Summer,No Holiday
709,6,19.5,80,0,0,Summer,No Holiday
1543,7,19.9,74,0,0,Summer,No Holiday
2370,8,21.4,65,0,0,Summer,No Holiday
1360,9,22.7,59,0,0,Summer,No Holiday
922,10,23.9,57,0,0,Summer,No Holiday
1066,11,25.5,57,0,0,Summer,No Holiday
1197,12,26.4,46,0,0,Summer,No Holiday
1147,13,27.3,33,0,0,Summer,No Holiday
1152,14,28,39,0,0,Summer,No Holiday
1276,15,28.3,40,0,0,Summer,No Holiday
1473,16,28.5,42,0,0,Summer,No Holiday
2176,17,28.4,43,0,0,Summer,No Holiday
3418,18,27.8,43,0,0,Summer,No Holiday
2811,19,26.9,42,0,0,Summer,No Holiday
2556,20,25.1,55,0,0,Summer,No Holiday
2436,21,23.8,63,0,0,Summer,No Holiday
2179,22,22.8,67,0,0,Summer,No Holiday
1497,23,21.9,59,0,0,Summer,No Holiday
1137,0,20.7,67,0,0,Summer,No Holiday
912,1,20.2,75,0,0,Summer,No Holiday
602,2,19.8,80,0,0,Summer,No Holiday
413,3,19.3,85,0,0,Summer,No Holiday
268,4,19.1,86,0,0,Summer,No Holiday
336,5,18.6,85,0,0,Summer,No Holiday
710,6,18.2,83,0,0,Summer,No Holiday
1529,7,18.8,66,0,0,Summer,No Holiday
2283,8,21.9,58,0,0,Summer,No Holiday
1284,9,24.2,47,0,0,Summer,No Holiday
902,10,26.3,34,0,0,Summer,No Holiday
1020,11,28.1,35,0,0,Summer,No Holiday
1116,12,29.8,28,0,0,Summer,No Holiday
1073,13,30.6,26,0,0,Summer,No Holiday
1087,14,31.6,25,0,0,Summer,No Holiday
1203,15,31.9,23,0,0,Summer,No Holiday
1466,16,30.8,31,0,0,Summer,No Holiday
2146,17,30.4,28,0,0,Summer,No Holiday
3365,18,29.3,27,0,0,Summer,No Holiday
2732,19,27.1,32,0,0,Summer,No Holiday
2493,20,25.4,31,0,0,Summer,No Holiday
2251,21,24.2,32,0,0,Summer,No Holiday
2103,22,23.3,32,0,0,Summer,No Holiday
1648,23,22.9,34,0,0,Summer,No Holiday
1322,0,22.7,36,0,0,Summer,No Holiday
1073,1,22.5,39,0,0,Summer,No Holiday
818,2,22.3,37,0,0,Summer,No Holiday
540,3,22,42,0,0,Summer,No Holiday
375,4,21.6,47,0,0,Summer,No Holiday
339,5,21.1,48,0,0,Summer,No Holiday
417,6,21,48,0,0,Summer,No Holiday
622,7,21.3,44,0,0,Summer,No Holiday
934,8,22.6,42,0,0,Summer,No Holiday
1072,9,24.3,37,0,0,Summer,No Holiday
1064,10,25.8,35,0,0,Summer,No Holiday
1229,11,27.5,31,0,0,Summer,No Holiday
1374,12,28.4,31,0,0,Summer,No Holiday
1483,13,27.9,41,0,0,Summer,No Holiday
1445,14,28,46,0,0,Summer,No Holiday
1589,15,28.4,43,0,0,Summer,No Holiday
1837,16,28.3,48,0,0,Summer,No Holiday
2101,17,28.1,49,0,0,Summer,No Holiday
2256,18,26.3,55,0,0,Summer,No Holiday
2288,19,25.7,59,0,0,Summer,No Holiday
2262,20,24.6,65,0,0,Summer,No Holiday
2175,21,23.8,68,0,0,Summer,No Holiday
1932,22,23,74,0,0,Summer,No Holiday
1402,23,22.5,77,0,0,Summer,No Holiday
849,0,22,81,0,0,Summer,No Holiday
545,1,21.5,83,0,0,Summer,No Holiday
1254,2,20.9,87,0,0,Summer,No Holiday
644,3,20.6,91,0,0,Summer,No Holiday
286,4,20.5,90,0,0,Summer,No Holiday
235,5,20.3,87,0,0,Summer,No Holiday
258,6,20.2,87,0,0,Summer,No Holiday
369,7,20.5,82,0,0,Summer,No Holiday
561,8,21.3,78,0,0,Summer,No Holiday
734,9,23.1,68,0,0,Summer,No Holiday
763,10,25,60,0,0,Summer,No Holiday
870,11,27.1,52,0,0,Summer,No Holiday
1042,12,28.9,40,0,0,Summer,No Holiday
1062,13,30.6,31,0,0,Summer,No Holiday
1064,14,31.6,34,0,0,Summer,No Holiday
1213,15,31.8,31,0,0,Summer,No Holiday
1471,16,31.3,32,0,0,Summer,No Holiday
1754,17,30.9,34,0,0,Summer,No Holiday
2094,18,29.8,35,0,0,Summer,No Holiday
2290,19,27.8,41,0,0,Summer,No Holiday
2387,20,26.1,49,0,0,Summer,No Holiday
2153,21,24.5,71,0,0,Summer,No Holiday
1801,22,23.9,72,0,0,Summer,No Holiday
1329,23,23.3,75,0,0,Summer,No Holiday
962,0,22.9,79,0,0,Summer,No Holiday
585,1,22.5,80,0,0,Summer,No Holiday
424,2,22.3,80,0,0,Summer,No Holiday
264,3,22,83,0,0,Summer,No Holiday
199,4,21.8,82,0,0,Summer,No Holiday
338,5,21.5,84,0,0,Summer,No Holiday
785,6,21.3,81,0,0,Summer,No Holiday
1620,7,22.1,74,0,0,Summer,No Holiday
2331,8,23.8,66,0,0,Summer,No Holiday
1293,9,25.4,61,0,0,Summer,No Holiday
878,10,26.4,55,0,0,Summer,No Holiday
968,11,27.8,46,0,0,Summer,No Holiday
1039,12,29.8,42,0,0,Summer,No Holiday
1073,13,31.2,36,0,0,Summer,No Holiday
1016,14,32.3,35,0,0,Summer,No Holiday
1184,15,32.7,31,0,0,Summer,No Holiday
1407,16,32.2,39,0,0,Summer,No Holiday
2008,17,31.5,42,0,0,Summer,No Holiday
3238,18,30.7,43,0,0,Summer,No Holiday
2779,19,29.8,45,0,0,Summer,No Holiday
2456,20,28.8,54,0,0,Summer,No Holiday
2372,21,27.9,55,0,0,Summer,No Holiday
2046,22,27.4,55,0,0,Summer,No Holiday
1437,23,27.2,55,0,0,Summer,No Holiday
1052,0,26.9,61,0,0,Summer,No Holiday
783,1,26.7,50,0,0,Summer,No Holiday
524,2,26.1,51,0,0,Summer,No Holiday
353,3,25.4,50,0,0,Summer,No Holiday
143,4,24.7,49,0,0,Summer,No Holiday
45,5,23.7,64,0.1,0,Summer,No Holiday
37,6,22.5,83,0.4,0,Summer,No Holiday
49,7,21.2,87,1.5,0,Summer,No Holiday
53,8,20.8,94,3.5,0,Summer,No Holiday
19,9,20.3,96,6.5,0,Summer,No Holiday
9,10,20.3,97,9.5,0,Summer,No Holiday
11,11,20.4,97,16,0,Summer,No Holiday
10,12,20.5,97,5,0,Summer,No Holiday
24,13,20.5,97,14.5,0,Summer,No Holiday
26,14,21,97,2.5,0,Summer,No Holiday
65,15,21.5,97,4.5,0,Summer,No Holiday
56,16,23.3,96,1,0,Summer,No Holiday
113,17,24,95,2,0,Summer,No Holiday
156,18,24.1,95,1,0,Summer,No Holiday
203,19,24.2,94,1.5,0,Summer,No Holiday
199,20,24.1,94,0.5,0,Summer,No Holiday
275,21,23.5,94,1.5,0,Summer,No Holiday
443,22,22.4,95,0,0,Summer,No Holiday
552,23,21.6,89,0,0,Summer,No Holiday
513,0,20.5,94,0,0,Summer,No Holiday
254,1,20,96,0.1,0,Summer,No Holiday
164,2,19.6,97,0.4,0,Summer,No Holiday
152,3,19.4,97,0,0,Summer,No Holiday
110,4,19.2,97,0.5,0,Summer,No Holiday
162,5,19.1,97,0,0,Summer,No Holiday
417,6,19.2,97,0,0,Summer,No Holiday
1084,7,19.3,98,0,0,Summer,No Holiday
1995,8,19.7,97,0,0,Summer,No Holiday
1238,9,20,96,0,0,Summer,No Holiday
862,10,21.4,85,0,0,Summer,No Holiday
1015,11,23.4,73,0,0,Summer,No Holiday
1145,12,24.1,73,0,0,Summer,No Holiday
1234,13,24.9,69,0,0,Summer,No Holiday
1243,14,24.7,72,0,0,Summer,No Holiday
1362,15,25.5,68,0,0,Summer,No Holiday
1618,16,25,74,0,0,Summer,No Holiday
2115,17,25.1,70,0,0,Summer,No Holiday
3172,18,25,69,0,0,Summer,No Holiday
2487,19,24.9,70,0,0,Summer,No Holiday
2274,20,24.2,72,0,0,Summer,No Holiday
2200,21,23.3,71,0,0,Summer,No Holiday
1959,22,22.7,77,0,0,Summer,No Holiday
980,23,22.3,83,0,0,Summer,No Holiday
561,0,22.2,84,0,0,Summer,No Holiday
1068,1,22.2,84,0,0,Summer,No Holiday
652,2,22.4,84,0,0,Summer,No Holiday
344,3,22.4,86,0,0,Summer,No Holiday
233,4,22.3,88,0,0,Summer,No Holiday
266,5,22.1,93,0,0,Summer,No Holiday
594,6,22,90,0.1,0,Summer,No Holiday
1391,7,22.7,81,0,0,Summer,No Holiday
2288,8,24.2,73,0,0,Summer,No Holiday
1246,9,24.8,75,0,0,Summer,No Holiday
826,10,25.3,70,0,0,Summer,No Holiday
938,11,26.5,64,0,0,Summer,No Holiday
1158,12,27,68,0,0,Summer,No Holiday
1040,13,27.2,68,0,0,Summer,No Holiday
1030,14,27.1,72,0,0,Summer,No Holiday
1209,15,26.4,76,0,0,Summer,No Holiday
766,16,25.2,81,0,0,Summer,No Holiday
65,17,22.2,92,4.9,0,Summer,No Holiday
596,18,20.6,97,21.5,0,Summer,No Holiday
944,19,20.9,97,0,0,Summer,No Holiday
1039,20,21,96,0,0,Summer,No Holiday
1223,21,21.3,94,0,0,Summer,No Holiday
1239,22,21.6,94,0,0,Summer,No Holiday
931,23,21.7,96,0,0,Summer,No Holiday
470,0,21.9,95,0,0,Summer,No Holiday
460,1,22,96,0.1,0,Summer,No Holiday
345,2,22.2,96,0.2,0,Summer,No Holiday
227,3,22.3,96,0.1,0,Summer,No Holiday
123,4,22.3,96,0.1,0,Summer,No Holiday
133,5,22.1,97,1.5,0,Summer,No Holiday
308,6,21.9,97,4.5,0,Summer,No Holiday
883,7,22,97,0,0,Summer,No Holiday
2028,8,22.2,95,0,0,Summer,No Holiday
1195,9,22.9,86,0,0,Summer,No Holiday
913,10,24.4,76,0,0,Summer,No Holiday
956,11,24.8,74,0,0,Summer,No Holiday
1168,12,26.1,67,0,0,Summer,No Holiday
1117,13,26.8,65,0,0,Summer,No Holiday
1175,14,27.8,57,0,0,Summer,No Holiday
1209,15,28.4,63,0,0,Summer,No Holiday
1554,16,29,57,0,0,Summer,No Holiday
2099,17,28.5,60,0,0,Summer,No Holiday
3113,18,28.1,60,0,0,Summer,No Holiday
2602,19,27.1,64,0,0,Summer,No Holiday
2339,20,26.2,70,0,0,Summer,No Holiday
2225,21,25.2,75,0,0,Summer,No Holiday
2103,22,24.2,80,0,0,Summer,No Holiday
1552,23,23.5,83,0,0,Summer,No Holiday
1275,0,23,84,0,0,Summer,No Holiday
1070,1,22.6,85,0,0,Summer,No Holiday
859,2,22.2,88,0,0,Summer,No Holiday
625,3,21.9,88,0,0,Summer,No Holiday
382,4,21.7,93,0,0,Summer,No Holiday
247,5,21.7,88,0,0,Summer,No Holiday
310,6,22.1,85,0.1,0,Summer,No Holiday
468,7,22.5,86,0,0,Summer,No Holiday
825,8,23.4,81,0,0,Summer,No Holiday
862,9,24.2,81,0,0,Summer,No Holiday
933,10,25.1,73,0,0,Summer,No Holiday
871,11,26.4,71,0,0,Summer,No Holiday
858,12,25.2,94,6.4,0,Summer,No Holiday
1144,13,25.6,87,3.5,0,Summer,No Holiday
1235,14,27.5,69,0,0,Summer,No Holiday
1311,15,27.8,71,0,0,Summer,No Holiday
1317,16,27.9,69,0,0,Summer,No Holiday
1291,17,27.4,75,0,0,Summer,No Holiday
306,18,27.5,79,0.5,0,Summer,No Holiday
481,19,24.3,95,4,0,Summer,No Holiday
778,20,24.2,88,0,0,Summer,No Holiday
1005,21,23.9,84,0,0,Summer,No Holiday
1107,22,23.4,88,0,0,Summer,No Holiday
919,23,22.9,92,0,0,Summer,No Holiday
865,0,22.6,88,0,0,Summer,No Holiday
740,1,22.7,87,0,0,Summer,No Holiday
586,2,22.7,87,0,0,Summer,No Holiday
368,3,22.7,86,0,0,Summer,No Holiday
211,4,22.7,85,0,0,Summer,No Holiday
54,5,22.6,86,0.1,0,Summer,No Holiday
60,6,22.3,93,0.4,0,Summer,No Holiday
25,7,22.1,89,0.5,0,Summer,No Holiday
20,8,22.1,93,1,0,Summer,No Holiday
9,9,22.1,94,1.5,0,Summer,No Holiday
13,10,21.6,97,12,0,Summer,No Holiday
11,11,21.2,97,18.5,0,Summer,No Holiday
9,12,21.1,97,7.5,0,Summer,No Holiday
30,13,21.2,97,3.5,0,Summer,No Holiday
14,14,21.5,97,1,0,Summer,No Holiday
51,15,21.8,97,5.5,0,Summer,No Holiday
41,16,22.2,97,1,0,Summer,No Holiday
25,17,22.4,96,1.5,0,Summer,No Holiday
17,18,22.2,96,3.5,0,Summer,No Holiday
18,19,21.9,96,5.5,0,Summer,No Holiday
16,20,21.9,97,6,0,Summer,No Holiday
17,21,21.8,97,3.5,0,Summer,No Holiday
16,22,21.7,97,3.5,0,Summer,No Holiday
15,23,21.5,97,5,0,Summer,No Holiday
26,0,21.4,97,2.5,0,Summer,No Holiday
28,1,21.3,97,3,0,Summer,No Holiday
17,2,21.2,97,2,0,Summer,No Holiday
23,3,21.1,96,4.5,0,Summer,No Holiday
58,4,20.8,97,4,0,Summer,No Holiday
28,5,20.7,97,0.5,0,Summer,No Holiday
40,6,20.7,97,1,0,Summer,No Holiday
126,7,20.7,97,0.5,0,Summer,No Holiday
104,8,20.8,96,1.5,0,Summer,No Holiday
128,9,21,97,3,0,Summer,No Holiday
27,10,21.4,97,1,0,Summer,No Holiday
153,11,21.7,97,8,0,Summer,No Holiday
218,12,22.4,97,0,0,Summer,No Holiday
304,13,22.6,97,0.5,0,Summer,No Holiday
381,14,23.3,96,0,0,Summer,No Holiday
619,15,24.2,93,0,0,Summer,No Holiday
839,16,25.2,87,0,0,Summer,No Holiday
861,17,25.3,87,0,0,Summer,No Holiday
832,18,24.9,87,0,0,Summer,No Holiday
44,19,24.1,93,1.5,0,Summer,No Holiday
61,20,23.5,97,24,0,Summer,No Holiday
72,21,23.4,98,1,0,Summer,No Holiday
83,22,23.4,98,2.5,0,Summer,No Holiday
168,23,23.4,98,0.5,0,Summer,No Holiday
349,0,23.2,98,0.5,0,Summer,No Holiday
407,1,23.1,98,0,0,Summer,No Holiday
354,2,23,98,0,0,Summer,No Holiday
233,3,22.8,98,0,0,Summer,No Holiday
149,4,22.7,97,0,0,Summer,No Holiday
224,5,22.6,97,0,0,Summer,No Holiday
600,6,22.6,95,0,0,Summer,No Holiday
1308,7,23.5,86,0,0,Summer,No Holiday
2135,8,24.3,83,0,0,Summer,No Holiday
1156,9,25.7,76,0,0,Summer,No Holiday
818,10,27.6,71,0,0,Summer,No Holiday
906,11,29.2,66,0,0,Summer,No Holiday
944,12,30.1,64,0,0,Summer,No Holiday
994,13,31.2,54,0,0,Summer,No Holiday
1001,14,31,56,0,0,Summer,No Holiday
1069,15,32,54,0,0,Summer,No Holiday
1325,16,31.3,52,0,0,Summer,No Holiday
1783,17,32.4,50,0,0,Summer,No Holiday
2965,18,32.2,57,0,0,Summer,No Holiday
2598,19,30.4,62,0.1,0,Summer,No Holiday
2398,20,28.8,72,0,0,Summer,No Holiday
2264,21,27.8,72,0,0,Summer,No Holiday
1948,22,26.9,78,0,0,Summer,No Holiday
1365,23,26.4,78,0,0,Summer,No Holiday
971,0,25.9,79,0,0,Summer,No Holiday
796,1,25.4,79,0,0,Summer,No Holiday
555,2,25.1,82,0,0,Summer,No Holiday
372,3,24.9,83,0,0,Summer,No Holiday
234,4,24.7,82,0,0,Summer,No Holiday
316,5,24.2,86,0,0,Summer,No Holiday
747,6,24,84,0,0,Summer,No Holiday
1450,7,24.6,78,0,0,Summer,No Holiday
2215,8,26.4,64,0,0,Summer,No Holiday
1191,9,27.4,68,0,0,Summer,No Holiday
831,10,28.5,65,0,0,Summer,No Holiday
941,11,30,60,0,0,Summer,No Holiday
1021,12,30.5,58,0,0,Summer,No Holiday
1007,13,31,60,0,0,Summer,No Holiday
1005,14,31.3,58,0,0,Summer,No Holiday
1038,15,31.1,57,0,0,Summer,No Holiday
1306,16,31.6,57,0,0,Summer,No Holiday
1856,17,31.2,56,0,0,Summer,No Holiday
3080,18,30,60,0,0,Summer,No Holiday
2637,19,28.2,64,0,0,Summer,No Holiday
2415,20,27.1,67,0,0,Summer,No Holiday
2274,21,26.2,70,0,0,Summer,No Holiday
2091,22,25.1,73,0,0,Summer,No Holiday
1432,23,24.7,74,0,0,Summer,No Holiday
1078,0,24.2,77,0,0,Summer,No Holiday
846,1,23.9,79,0,0,Summer,No Holiday
568,2,23.6,80,0,0,Summer,No Holiday
376,3,23.5,81,0,0,Summer,No Holiday
267,4,23.5,80,0,0,Summer,No Holiday
326,5,23.5,80,0,0,Summer,No Holiday
438,6,23.5,80,0,0,Summer,No Holiday
828,7,23.5,90,0.5,0,Summer,No Holiday
1836,8,23.6,93,0,0,Summer,No Holiday
1112,9,24.2,84,0,0,Summer,No Holiday
827,10,25.6,75,0,0,Summer,No Holiday
890,11,26.3,71,0,0,Summer,No Holiday
996,12,27,68,0,0,Summer,No Holiday
929,13,28.1,67,0,0,Summer,No Holiday
933,14,28.3,67,0,0,Summer,No Holiday
1011,15,28.8,66,0,0,Summer,No Holiday
1105,16,28.2,71,0,0,Summer,No Holiday
1381,17,27.3,76,0,0,Summer,No Holiday
2594,18,26.8,71,0,0,Summer,No Holiday
2309,19,26.7,69,0,0,Summer,No Holiday
2122,20,25.8,68,0,0,Summer,No Holiday
2063,21,25.2,67,0,0,Summer,No Holiday
1941,22,24.4,67,0,0,Summer,No Holiday
1406,23,23.9,66,0,0,Summer,No Holiday
1075,0,23.5,65,0,0,Summer,No Holiday
839,1,23.1,66,0,0,Summer,No Holiday
558,2,22.8,65,0,0,Summer,No Holiday
403,3,22.6,66,0,0,Summer,No Holiday
273,4,22.6,66,0,0,Summer,No Holiday
311,5,22.5,66,0,0,Summer,No Holiday
723,6,22.4,65,0,0,Summer,No Holiday
1449,7,22.6,63,0,0,Summer,No Holiday
2273,8,23.2,60,0,0,Summer,No Holiday
1318,9,23.3,61,0,0,Summer,No Holiday
998,10,23.7,59,0,0,Summer,No Holiday
1024,11,23.9,59,0,0,Summer,No Holiday
1216,12,25.7,57,0,0,Summer,No Holiday
1210,13,26.2,53,0,0,Summer,No Holiday
1209,14,27,52,0,0,Summer,No Holiday
1346,15,26.9,51,0,0,Summer,No Holiday
1635,16,26.6,54,0,0,Summer,No Holiday
2282,17,26.6,52,0,0,Summer,No Holiday
3196,18,25.9,52,0,0,Summer,No Holiday
2557,19,25,52,0,0,Summer,No Holiday
2223,20,23.8,55,0,0,Summer,No Holiday
2183,21,23.1,54,0,0,Summer,No Holiday
1917,22,22.5,54,0,0,Summer,No Holiday
1458,23,22,55,0,0,Summer,No Holiday
1191,0,21.5,56,0,0,Summer,No Holiday
1079,1,21.1,57,0,0,Summer,No Holiday
760,2,20.7,58,0,0,Summer,No Holiday
545,3,20.4,59,0,0,Summer,No Holiday
331,4,20,63,0,0,Summer,No Holiday
273,5,19.8,63,0,0,Summer,No Holiday
396,6,19.5,61,0,0,Summer,No Holiday
567,7,19.6,57,0,0,Summer,No Holiday
832,8,21.2,52,0,0,Summer,No Holiday
1009,9,22.6,51,0,0,Summer,No Holiday
1050,10,24,49,0,0,Summer,No Holiday
1129,11,25,48,0,0,Summer,No Holiday
1328,12,26.4,47,0,0,Summer,No Holiday
1399,13,27.5,43,0,0,Summer,No Holiday
1430,14,28.3,43,0,0,Summer,No Holiday
1579,15,28.7,42,0,0,Summer,No Holiday
1764,16,28.9,44,0,0,Summer,No Holiday
2020,17,28.9,45,0,0,Summer,No Holiday
2238,18,27.8,48,0,0,Summer,No Holiday
2352,19,26.1,51,0,0,Summer,No Holiday
2232,20,24.6,51,0,0,Summer,No Holiday
2235,21,23.4,52,0,0,Summer,No Holiday
1921,22,22.6,51,0,0,Summer,No Holiday
1416,23,21.7,51,0,0,Summer,No Holiday
1208,0,20.7,51,0,0,Summer,No Holiday
946,1,19.9,52,0,0,Summer,No Holiday
648,2,19.3,54,0,0,Summer,No Holiday
460,3,18.8,56,0,0,Summer,No Holiday
277,4,18.4,57,0,0,Summer,No Holiday
253,5,18.1,57,0,0,Summer,No Holiday
267,6,17.8,58,0,0,Summer,No Holiday
410,7,18.2,54,0,0,Summer,No Holiday
684,8,19.1,53,0,0,Summer,No Holiday
787,9,20.8,51,0,0,Summer,No Holiday
867,10,22.5,48,0,0,Summer,No Holiday
1053,11,23.8,47,0,0,Summer,No Holiday
1237,12,25,46,0,0,Summer,No Holiday
1442,13,26.1,45,0,0,Summer,No Holiday
1517,14,27.1,41,0,0,Summer,No Holiday
1693,15,27.6,37,0,0,Summer,No Holiday
2070,16,27.9,39,0,0,Summer,No Holiday
2266,17,27.4,44,0,0,Summer,No Holiday
